,client_id,Variation,Control,Test
2865,3274136,Control,True,False
2866,9034572,Control,True,False
2867,1588483,Control,True,False
2868,4803418,Test,False,True
2869,8794692,Test,False,True
2870,3882881,Control,True,False
2871,7662754,Test,False,True
2872,9673536,Control,True,False
2873,851703,Test,False,True
2874,4159288,Test,False,True
2875,5696039,Control,True,False
2876,7413872,Test,False,True
2877,7746186,Test,False,True
2878,6754609,Test,False,True
2879,5612472,Test,False,True
2880,9220017,Control,True,False
2881,4179288,Control,True,False
2882,4952273,Control,True,False
2883,4881503,Test,False,True
2884,8845269,Test,False,True
2885,3429239,Test,False,True
2886,9799728,Control,True,False
2887,4382517,Control,True,False
2888,8646281,Test,False,True
2889,9976102,Control,True,False
2890,3451071,Control,True,False
2891,3683394,Control,True,False
2892,3689957,Control,True,False
2893,1871853,Test,False,True
2894,7306047,Control,True,False
2895,8579832,Test,False,True
2896,1128333,Test,False,True
2897,9208111,Test,False,True
2898,6087384,Test,False,True
2899,9119907,Control,True,False
2900,5945202,Test,False,True
2901,7797739,Test,False,True
2902,528496,Control,True,False
2903,839368,Test,False,True
2904,7763597,Control,True,False
2905,6531629,Control,True,False
2906,3277329,Test,False,True
2907,1130170,Control,True,False
2908,8596299,Control,True,False
2909,5174359,Test,False,True
2910,9387746,Control,True,False
2911,5552661,Control,True,False
2912,9267234,Control,True,False
2913,649643,Control,True,False
2914,1343618,Test,False,True
2915,7042897,Control,True,False
2916,6717435,Control,True,False
2917,2992443,Control,True,False
2918,7353115,Test,False,True
2919,9502210,Control,True,False
2920,4822934,Control,True,False
2921,6317042,Test,False,True
2922,8671792,Control,True,False
2923,2931528,Control,True,False
2924,4814310,Control,True,False
2925,1221160,Control,True,False
2926,967001,Test,False,True
2927,9479474,Control,True,False
2928,4119087,Control,True,False
2929,5187151,Test,False,True
2930,21522,Test,False,True
2931,7355972,Control,True,False
2932,1287060,Test,False,True
2933,9577290,Control,True,False
2934,9702505,Test,False,True
2935,2203401,Control,True,False
2936,562620,Test,False,True
2937,160616,Control,True,False
2938,5626825,Test,False,True
2939,4776536,Test,False,True
2940,1163998,Control,True,False
2941,4727272,Control,True,False
2942,8412223,Control,True,False
2943,3873309,Test,False,True
2944,5300098,Control,True,False
2945,6634320,Test,False,True
2946,8365378,Control,True,False
2947,4315514,Test,False,True
2948,5625527,Control,True,False
2949,3671973,Control,True,False
2950,6024480,Test,False,True
2951,4739615,Control,True,False
2952,3477878,Test,False,True
2953,9013993,Control,True,False
2954,8923376,Test,False,True
2955,7662927,Control,True,False
2956,382897,Test,False,True
2957,2577696,Test,False,True
2958,2050885,Control,True,False
2959,6535723,Control,True,False
2960,4864139,Control,True,False
2961,3831998,Test,False,True
2962,419807,Test,False,True
2963,609258,Test,False,True
2964,8909784,Test,False,True
2965,1019589,Control,True,False
2966,5952641,Control,True,False
2967,5433522,Control,True,False
2968,8687920,Test,False,True
2969,9305815,Control,True,False
2970,868443,Control,True,False
2971,653514,Control,True,False
2972,1579315,Test,False,True
2973,7953598,Test,False,True
2974,2990066,Test,False,True
2975,7379141,Control,True,False
2976,2331634,Test,False,True
2977,6043145,Test,False,True
2978,5820328,Control,True,False
2979,2866912,Control,True,False
2980,884881,Test,False,True
2981,2837711,Test,False,True
2982,9014786,Test,False,True
2983,6934467,Test,False,True
2984,416876,Control,True,False
2985,8537968,Control,True,False
2986,5156720,Control,True,False
2987,5794987,Control,True,False
2988,9812753,Control,True,False
2989,7728720,Control,True,False
2990,8178009,Control,True,False
2991,2642906,Test,False,True
2992,3351420,Control,True,False
2993,9605920,Test,False,True
2994,6773877,Control,True,False
2995,5687007,Control,True,False
2996,5970242,Control,True,False
2997,193111,Test,False,True
2998,1346799,Control,True,False
2999,976546,Control,True,False
3000,4244298,Test,False,True
3001,7245262,Test,False,True
3002,2914011,Test,False,True
3003,2000326,Control,True,False
3004,6002020,Test,False,True
3005,4910229,Control,True,False
3006,3271713,Control,True,False
3007,806546,Control,True,False
3008,8015112,Control,True,False
3009,3201422,Test,False,True
3010,3962932,Test,False,True
3011,5275149,Control,True,False
3012,8051726,Test,False,True
3013,9439343,Control,True,False
3014,1833626,Test,False,True
3015,1266731,Control,True,False
3016,5612059,Test,False,True
3017,4699938,Control,True,False
3018,2795570,Control,True,False
3019,4468780,Control,True,False
3020,3223326,Test,False,True
3021,8728746,Control,True,False
3022,5172248,Test,False,True
3023,2988143,Test,False,True
3024,5182958,Control,True,False
3025,1836254,Test,False,True
3026,7071370,Control,True,False
3027,5117722,Control,True,False
3028,325301,Control,True,False
3029,9281816,Test,False,True
3030,5660828,Test,False,True
3031,1608093,Control,True,False
3032,2725837,Control,True,False
3033,7478327,Test,False,True
3034,3675878,Control,True,False
3035,8072602,Control,True,False
3036,2170845,Control,True,False
3037,9944156,Control,True,False
3038,6219677,Test,False,True
3039,7365634,Control,True,False
3040,6189211,Test,False,True
3041,2165764,Control,True,False
3042,904844,Control,True,False
3043,5077484,Test,False,True
3044,6518928,Test,False,True
3045,3902353,Control,True,False
3046,9812363,Test,False,True
3047,3576276,Control,True,False
3048,7495691,Control,True,False
3049,9255104,Control,True,False
3050,4352933,Test,False,True
3051,3563974,Test,False,True
3052,6129501,Test,False,True
3053,4449433,Control,True,False
3054,8806351,Test,False,True
3055,7913947,Control,True,False
3056,8052520,Control,True,False
3057,4713503,Test,False,True
3058,6549914,Control,True,False
3059,4015423,Test,False,True
3060,3507648,Test,False,True
3061,9265957,Test,False,True
3062,4648428,Test,False,True
3063,3450870,Control,True,False
3064,9508604,Test,False,True
3065,1148502,Control,True,False
3066,2647562,Test,False,True
3067,2743053,Test,False,True
3068,5114480,Control,True,False
3069,1913649,Control,True,False
3070,8385830,Control,True,False
3071,6276190,Test,False,True
3072,8708857,Test,False,True
3073,1116619,Test,False,True
3074,9781128,Test,False,True
3075,5288869,Test,False,True
3076,2001189,Control,True,False
3077,6103015,Control,True,False
3078,6973479,Test,False,True
3079,2570380,Control,True,False
3080,3716716,Test,False,True
3081,287737,Control,True,False
3082,4292744,Test,False,True
3083,4805558,Control,True,False
3084,9454555,Test,False,True
3085,4967237,Control,True,False
3086,4359763,Control,True,False
3087,6836577,Test,False,True
3088,7006564,Control,True,False
3089,6618281,Control,True,False
3090,1384451,Control,True,False
3091,4864043,Control,True,False
3092,9082516,Test,False,True
3093,7175242,Control,True,False
3094,5126201,Test,False,True
3095,9994407,Control,True,False
3096,7951273,Test,False,True
3097,6260467,Control,True,False
3098,7787484,Test,False,True
3099,193303,Test,False,True
3100,6917276,Control,True,False
3101,6052976,Control,True,False
3102,1915796,Control,True,False
3103,535661,Test,False,True
3104,6810950,Test,False,True
3105,6854608,Control,True,False
3106,7014572,Test,False,True
3107,9851327,Control,True,False
3108,672250,Test,False,True
3109,6142623,Control,True,False
3110,7764241,Test,False,True
3111,610835,Test,False,True
3112,1829420,Test,False,True
3113,8852723,Test,False,True
3114,8062247,Control,True,False
3115,2604064,Control,True,False
3116,6345263,Test,False,True
3117,4551817,Test,False,True
3118,7323516,Control,True,False
3119,1228762,Test,False,True
3120,8211265,Test,False,True
3121,3909705,Control,True,False
3122,3451446,Test,False,True
3123,8624201,Test,False,True
3124,2415149,Test,False,True
3125,3556339,Test,False,True
3126,9600654,Test,False,True
3127,7850280,Control,True,False
3128,5894785,Control,True,False
3129,1704369,Control,True,False
3130,6909769,Test,False,True
3131,8725703,Test,False,True
3132,7395578,Control,True,False
3133,7353047,Control,True,False
3134,178853,Control,True,False
3135,8821670,Test,False,True
3136,4048382,Test,False,True
3137,8374114,Control,True,False
3138,644419,Control,True,False
3139,1940593,Test,False,True
3140,2813719,Control,True,False
3141,8089480,Test,False,True
3142,4118402,Test,False,True
3143,7333289,Test,False,True
3144,2846646,Control,True,False
3145,9358241,Control,True,False
3146,6686652,Control,True,False
3147,4421378,Control,True,False
3148,3797711,Control,True,False
3149,2986109,Test,False,True
3150,4339537,Test,False,True
3151,4711787,Control,True,False
3152,320798,Test,False,True
3153,2547334,Test,False,True
3154,3313640,Control,True,False
3155,9488244,Control,True,False
3156,7021458,Test,False,True
3157,5896881,Control,True,False
3158,6678628,Control,True,False
3159,9542549,Control,True,False
3160,9505917,Control,True,False
3161,2523295,Control,True,False
3162,7793895,Test,False,True
3163,2793422,Test,False,True
3164,7192131,Control,True,False
3165,8826443,Control,True,False
3166,7909257,Test,False,True
3167,1938366,Test,False,True
3168,8593784,Control,True,False
3169,4372524,Test,False,True
3170,2680710,Test,False,True
3171,9739317,Control,True,False
3172,5552032,Control,True,False
3173,4860123,Control,True,False
3174,9839402,Control,True,False
3175,3186988,Test,False,True
3176,2472691,Control,True,False
3177,9068673,Test,False,True
3178,6656645,Test,False,True
3179,4806778,Control,True,False
3180,7350373,Test,False,True
3181,7176508,Control,True,False
3182,4256150,Test,False,True
3183,6967684,Test,False,True
3184,1172841,Test,False,True
3185,7181488,Control,True,False
3186,2116486,Test,False,True
3187,3934723,Control,True,False
3188,8823843,Control,True,False
3189,4157037,Control,True,False
3190,4789802,Control,True,False
3191,9450242,Control,True,False
3192,8737272,Control,True,False
3193,1433566,Control,True,False
3194,8544346,Control,True,False
3195,6744155,Test,False,True
3196,9566239,Test,False,True
3197,8879065,Test,False,True
3198,7753893,Test,False,True
3199,3524186,Test,False,True
3200,165900,Test,False,True
3201,3097665,Test,False,True
3202,5987833,Test,False,True
3203,4722893,Control,True,False
3204,8362852,Test,False,True
3205,3478755,Test,False,True
3206,8222962,Control,True,False
3207,4526579,Control,True,False
3208,2973941,Test,False,True
3209,1472853,Control,True,False
3210,2515293,Test,False,True
3211,8873013,Test,False,True
3212,21403,Test,False,True
3213,3781719,Control,True,False
3214,4314111,Test,False,True
3215,4675073,Control,True,False
3216,4933712,Control,True,False
3217,5807332,Control,True,False
3218,21281,Test,False,True
3219,4221338,Control,True,False
3220,1194972,Control,True,False
3221,6893118,Control,True,False
3222,1794890,Control,True,False
3223,5132952,Test,False,True
3224,1536089,Control,True,False
3225,9745379,Control,True,False
3226,258243,Test,False,True
3227,5821350,Control,True,False
3228,6537109,Control,True,False
3229,8793646,Control,True,False
3230,9517859,Control,True,False
3231,3007459,Control,True,False
3232,9165808,Control,True,False
3233,7055918,Test,False,True
3234,7581223,Test,False,True
3235,5765540,Control,True,False
3236,4646536,Control,True,False
3237,7742323,Control,True,False
3238,9899911,Control,True,False
3239,6845169,Test,False,True
3240,9869094,Control,True,False
3241,9997391,Control,True,False
3242,5452128,Control,True,False
3243,8199837,Control,True,False
3244,5615751,Test,False,True
3245,1891378,Control,True,False
3246,4526665,Test,False,True
3247,3543667,Test,False,True
3248,3655381,Test,False,True
3249,7992906,Control,True,False
3250,2687189,Test,False,True
3251,2563475,Test,False,True
3252,4427449,Test,False,True
3253,8516565,Test,False,True
3254,667664,Test,False,True
3255,8056722,Control,True,False
3256,7718345,Test,False,True
3257,2222738,Test,False,True
3258,2102012,Control,True,False
3259,8296643,Test,False,True
3260,5006470,Test,False,True
3261,4034516,Control,True,False
3262,7255648,Control,True,False
3263,2385412,Control,True,False
3264,173784,Control,True,False
3265,9648932,Test,False,True
3266,1956135,Test,False,True
3267,7716820,Test,False,True
3268,4723605,Control,True,False
3269,2692181,Test,False,True
3270,937927,Control,True,False
3271,9924218,Test,False,True
3272,3815125,Test,False,True
3273,9248406,Test,False,True
3274,24841,Test,False,True
3275,7810283,Control,True,False
3276,1335100,Control,True,False
3277,5512916,Control,True,False
3278,4922509,Test,False,True
3279,5469758,Test,False,True
3280,6097581,Control,True,False
3281,93915,Test,False,True
3282,2581399,Control,True,False
3283,5498929,Control,True,False
3284,27241,Control,True,False
3285,9948160,Control,True,False
3286,2528365,Test,False,True
3287,5710170,Test,False,True
3288,6786786,Test,False,True
3289,9736845,Test,False,True
3290,9247136,Control,True,False
3291,8632638,Test,False,True
3292,2838107,Control,True,False
3293,5974014,Test,False,True
3294,631274,Test,False,True
3295,1709985,Test,False,True
3296,4297435,Test,False,True
3297,8076869,Test,False,True
3298,7689327,Control,True,False
3299,1689862,Control,True,False
3300,2026557,Control,True,False
3301,6852168,Test,False,True
3302,5883955,Control,True,False
3303,211023,Test,False,True
3304,9945309,Control,True,False
3305,2826729,Test,False,True
3306,8557304,Control,True,False
3307,4026139,Control,True,False
3308,2858768,Control,True,False
3309,3115591,Control,True,False
3310,5665278,Control,True,False
3311,4859191,Control,True,False
3312,2316975,Test,False,True
3313,9511159,Test,False,True
3314,7263987,Test,False,True
3315,347076,Control,True,False
3316,8755578,Control,True,False
3317,2621982,Control,True,False
3318,7045011,Test,False,True
3319,2949303,Test,False,True
3320,5974043,Test,False,True
3321,3087957,Control,True,False
3322,6747431,Control,True,False
3323,6111380,Test,False,True
3324,8699444,Control,True,False
3325,8509607,Control,True,False
3326,3905654,Control,True,False
3327,3326034,Test,False,True
3328,6966107,Test,False,True
3329,8571229,Control,True,False
3330,1398782,Test,False,True
3331,6648633,Test,False,True
3332,3794106,Control,True,False
3333,956435,Control,True,False
3334,1313182,Test,False,True
3335,3352167,Test,False,True
3336,1634020,Control,True,False
3337,8063400,Control,True,False
3338,4441240,Control,True,False
3339,5497377,Test,False,True
3340,2465241,Control,True,False
3341,8203675,Control,True,False
3342,8837888,Control,True,False
3343,4602276,Control,True,False
3344,3149390,Control,True,False
3345,8083759,Control,True,False
3346,1835674,Test,False,True
3347,910872,Test,False,True
3348,1946281,Test,False,True
3349,9964277,Test,False,True
3350,8794256,Control,True,False
3351,4246419,Control,True,False
3352,4958726,Control,True,False
3353,3009921,Control,True,False
3354,6830216,Control,True,False
3355,6074067,Test,False,True
3356,1463931,Control,True,False
3357,8569541,Test,False,True
3358,1245483,Control,True,False
3359,639639,Test,False,True
3360,3461027,Test,False,True
3361,8406972,Control,True,False
3362,3278460,Control,True,False
3363,490297,Control,True,False
3364,1796988,Test,False,True
3365,2968201,Test,False,True
3366,2414386,Control,True,False
3367,1643251,Test,False,True
3368,1411421,Test,False,True
3369,5538197,Test,False,True
3370,3449388,Control,True,False
3371,7931941,Test,False,True
3372,1789332,Test,False,True
3373,537200,Test,False,True
3374,4009190,Test,False,True
3375,4361996,Test,False,True
3376,5716664,Test,False,True
3377,97322,Control,True,False
3378,8300335,Test,False,True
3379,3693210,Test,False,True
3380,2293850,Test,False,True
3381,1870951,Test,False,True
3382,228538,Test,False,True
3383,9941376,Test,False,True
3384,387539,Test,False,True
3385,9788883,Test,False,True
3386,730714,Test,False,True
3387,1444905,Test,False,True
3388,447494,Control,True,False
3389,322174,Control,True,False
3390,8747032,Control,True,False
3391,2385269,Test,False,True
3392,9936134,Control,True,False
3393,9528790,Control,True,False
3394,6452793,Test,False,True
3395,7830819,Control,True,False
3396,2174254,Test,False,True
3397,9615396,Control,True,False
3398,797007,Test,False,True
3399,6999909,Test,False,True
3400,9273923,Control,True,False
3401,6987498,Test,False,True
3402,7007284,Control,True,False
3403,5611197,Test,False,True
3404,7059553,Test,False,True
3405,9011170,Test,False,True
3406,4933730,Test,False,True
3407,7257640,Test,False,True
3408,5937094,Control,True,False
3409,6610470,Control,True,False
3410,7891841,Test,False,True
3411,8102225,Control,True,False
3412,5986260,Control,True,False
3413,690874,Control,True,False
3414,7793219,Test,False,True
3415,9700536,Test,False,True
3416,9213240,Control,True,False
3417,6842137,Control,True,False
3418,2280022,Test,False,True
3419,5910914,Test,False,True
3420,4947069,Control,True,False
3421,9568973,Control,True,False
3422,4896425,Test,False,True
3423,7914621,Test,False,True
3424,9075069,Test,False,True
3425,6198040,Test,False,True
3426,1280922,Test,False,True
3427,7075225,Test,False,True
3428,3434412,Test,False,True
3429,5707180,Control,True,False
3430,5212205,Test,False,True
3431,6667591,Test,False,True
3432,1126971,Control,True,False
3433,7187092,Test,False,True
3434,6100621,Control,True,False
3435,4725865,Test,False,True
3436,7271110,Control,True,False
3437,6385395,Test,False,True
3438,704508,Test,False,True
3439,1794745,Control,True,False
3440,8969939,Test,False,True
3441,5002060,Control,True,False
3442,2487330,Test,False,True
3443,5657562,Test,False,True
3444,5726407,Test,False,True
3445,9560604,Test,False,True
3446,917338,Control,True,False
3447,6259405,Test,False,True
3448,5107877,Control,True,False
3449,9414732,Control,True,False
3450,5148031,Control,True,False
3451,7432524,Control,True,False
3452,1726059,Test,False,True
3453,6851716,Test,False,True
3454,3629514,Control,True,False
3455,8754470,Test,False,True
3456,5811879,Test,False,True
3457,5048594,Test,False,True
3458,6630645,Control,True,False
3459,2571659,Test,False,True
3460,4376165,Test,False,True
3461,5253882,Control,True,False
3462,3562906,Control,True,False
3463,2191681,Test,False,True
3464,1683795,Test,False,True
3465,2475916,Control,True,False
3466,9454300,Control,True,False
3467,3871675,Test,False,True
3468,5974490,Test,False,True
3469,6460756,Control,True,False
3470,1617973,Control,True,False
3471,2588535,Test,False,True
3472,9517773,Test,False,True
3473,8381023,Control,True,False
3474,8380574,Test,False,True
3475,5351642,Test,False,True
3476,3308172,Test,False,True
3477,2775796,Test,False,True
3478,2974446,Control,True,False
3479,3214949,Control,True,False
3480,2612320,Test,False,True
3481,7141861,Control,True,False
3482,5146401,Control,True,False
3483,9630926,Control,True,False
3484,2962779,Control,True,False
3485,2258736,Test,False,True
3486,4473543,Test,False,True
3487,1682543,Control,True,False
3488,1771561,Test,False,True
3489,4746492,Control,True,False
3490,7853749,Test,False,True
3491,4155983,Control,True,False
3492,1091222,Test,False,True
3493,2465500,Test,False,True
3494,5923022,Control,True,False
3495,8820481,Test,False,True
3496,4098881,Test,False,True
3497,5428426,Test,False,True
3498,191373,Control,True,False
3499,3640937,Control,True,False
3500,4884955,Test,False,True
3501,3715889,Test,False,True
3502,6461412,Control,True,False
3503,3631010,Test,False,True
3504,8953930,Test,False,True
3505,8734389,Test,False,True
3506,6394395,Control,True,False
3507,1885569,Control,True,False
3508,3123566,Control,True,False
3509,2286758,Test,False,True
3510,3323753,Control,True,False
3511,7247228,Test,False,True
3512,1592419,Control,True,False
3513,8808704,Control,True,False
3514,6867301,Test,False,True
3515,2573038,Control,True,False
3516,4971329,Test,False,True
3517,1969160,Control,True,False
3518,3278160,Control,True,False
3519,6971219,Test,False,True
3520,1438266,Control,True,False
3521,9341024,Test,False,True
3522,5582298,Control,True,False
3523,2318565,Test,False,True
3524,1601364,Test,False,True
3525,7178945,Control,True,False
3526,9810496,Test,False,True
3527,9331760,Control,True,False
3528,3732108,Test,False,True
3529,8444725,Test,False,True
3530,9516012,Control,True,False
3531,700784,Control,True,False
3532,1060653,Test,False,True
3533,5039627,Control,True,False
3534,6375896,Test,False,True
3535,1159936,Test,False,True
3536,3158341,Test,False,True
3537,7530392,Test,False,True
3538,8864425,Control,True,False
3539,3038748,Test,False,True
3540,7626126,Test,False,True
3541,1960752,Test,False,True
3542,1270030,Control,True,False
3543,6639818,Test,False,True
3544,4952168,Control,True,False
3545,4643327,Test,False,True
3546,1897406,Test,False,True
3547,4337125,Test,False,True
3548,7457586,Test,False,True
3549,9254970,Test,False,True
3550,5056455,Test,False,True
3551,7425144,Test,False,True
3552,6474909,Control,True,False
3553,5317820,Test,False,True
3554,6729043,Test,False,True
3555,8333602,Test,False,True
3556,3060572,Test,False,True
3557,7982027,Test,False,True
3558,1298895,Control,True,False
3559,2877141,Test,False,True
3560,7339365,Test,False,True
3561,9801266,Test,False,True
3562,3840858,Control,True,False
3563,526415,Test,False,True
3564,5635140,Test,False,True
3565,9199824,Control,True,False
3566,4930558,Test,False,True
3567,2760289,Test,False,True
3568,1608395,Test,False,True
3569,3573345,Test,False,True
3570,7685503,Control,True,False
3571,6063632,Test,False,True
3572,4022592,Test,False,True
3573,6671465,Test,False,True
3574,4399785,Test,False,True
3575,8310955,Control,True,False
3576,9493430,Control,True,False
3577,2586578,Test,False,True
3578,6018574,Test,False,True
3579,9141642,Control,True,False
3580,3795439,Test,False,True
3581,6859853,Test,False,True
3582,5146305,Test,False,True
3583,3235641,Test,False,True
3584,3557382,Test,False,True
3585,7074966,Test,False,True
3586,7140429,Test,False,True
3587,159908,Test,False,True
3588,5411676,Control,True,False
3589,8937409,Test,False,True
3590,5256696,Test,False,True
3591,7248407,Test,False,True
3592,4174800,Control,True,False
3593,5305228,Test,False,True
3594,2990600,Control,True,False
3595,5241065,Test,False,True
3596,7838013,Test,False,True
3597,9995295,Test,False,True
3598,1680180,Test,False,True
3599,5931801,Control,True,False
3600,5126906,Test,False,True
3601,540970,Control,True,False
3602,2947829,Control,True,False
3603,3342816,Test,False,True
3604,5697206,Test,False,True
3605,7536655,Control,True,False
3606,9760675,Control,True,False
3607,4993511,Control,True,False
3608,9098405,Control,True,False
3609,7146254,Test,False,True
3610,429598,Test,False,True
3611,8514205,Control,True,False
3612,5328556,Test,False,True
3613,4133405,Control,True,False
3614,639779,Control,True,False
3615,3767547,Test,False,True
3616,1120173,Test,False,True
3617,24079,Control,True,False
3618,2918665,Control,True,False
3619,4402030,Test,False,True
3620,1392438,Test,False,True
3621,3842338,Control,True,False
3622,1637369,Test,False,True
3623,360872,Control,True,False
3624,7119746,Test,False,True
3625,9510327,Test,False,True
3626,5401815,Control,True,False
3627,9286207,Test,False,True
3628,9648830,Test,False,True
3629,4731343,Test,False,True
3630,8158159,Test,False,True
3631,9597731,Test,False,True
3632,9917115,Control,True,False
3633,7705056,Control,True,False
3634,1466000,Test,False,True
3635,6900644,Control,True,False
3636,9935819,Test,False,True
3637,286117,Control,True,False
3638,8538565,Control,True,False
3639,1653222,Test,False,True
3640,3375768,Test,False,True
3641,4658967,Control,True,False
3642,5477996,Control,True,False
3643,5159617,Control,True,False
3644,4623595,Test,False,True
3645,4372327,Control,True,False
3646,468570,Test,False,True
3647,3598499,Control,True,False
3648,89959,Test,False,True
3649,8612264,Test,False,True
3650,3673685,Test,False,True
3651,3617551,Test,False,True
3652,6871417,Control,True,False
3653,1969696,Control,True,False
3654,9120871,Control,True,False
3655,3702457,Test,False,True
3656,5774267,Test,False,True
3657,6121453,Test,False,True
3658,8375740,Control,True,False
3659,7506104,Control,True,False
3660,3675237,Control,True,False
3661,1806584,Control,True,False
3662,9683691,Test,False,True
3663,7395738,Control,True,False
3664,4054320,Test,False,True
3665,9075554,Test,False,True
3666,1223307,Control,True,False
3667,7694163,Test,False,True
3668,6501980,Control,True,False
3669,6095271,Control,True,False
3670,3066692,Test,False,True
3671,6940936,Test,False,True
3672,9838801,Control,True,False
3673,8826775,Control,True,False
3674,198773,Control,True,False
3675,904711,Control,True,False
3676,2451899,Control,True,False
3677,8051768,Control,True,False
3678,5076403,Control,True,False
3679,6512809,Control,True,False
3680,6279810,Control,True,False
3681,8212764,Control,True,False
3682,2439795,Test,False,True
3683,8644898,Test,False,True
3684,5727076,Control,True,False
3685,2791546,Control,True,False
3686,1261852,Test,False,True
3687,7067317,Control,True,False
3688,59152,Test,False,True
3689,7313502,Test,False,True
3690,4604208,Control,True,False
3691,71626,Control,True,False
3692,6328967,Control,True,False
3693,6706209,Test,False,True
3694,2972845,Test,False,True
3695,2610417,Control,True,False
3696,4434126,Test,False,True
3697,8911940,Test,False,True
3698,6705192,Control,True,False
3699,2382409,Control,True,False
3700,1344152,Test,False,True
3701,7679428,Control,True,False
3702,4308297,Test,False,True
3703,641409,Test,False,True
3704,4740992,Test,False,True
3705,8790044,Control,True,False
3706,9078446,Test,False,True
3707,5165533,Test,False,True
3708,7740522,Test,False,True
3709,5026090,Test,False,True
3710,8700204,Test,False,True
3711,4876761,Control,True,False
3712,7133081,Control,True,False
3713,8023221,Control,True,False
3714,1817013,Control,True,False
3715,1848352,Test,False,True
3716,5453652,Test,False,True
3717,8172442,Control,True,False
3718,744039,Test,False,True
3719,8092194,Test,False,True
3720,5831505,Control,True,False
3721,4474245,Control,True,False
3722,9359544,Test,False,True
3723,6090460,Control,True,False
3724,1471222,Test,False,True
3725,6808844,Control,True,False
3726,4501253,Control,True,False
3727,4082474,Test,False,True
3728,3648823,Control,True,False
3729,403501,Test,False,True
3730,8850142,Control,True,False
3731,9823725,Test,False,True
3732,3414059,Control,True,False
3733,3685506,Control,True,False
3734,179667,Test,False,True
3735,6001892,Test,False,True
3736,9747532,Control,True,False
3737,467367,Control,True,False
3738,4006342,Test,False,True
3739,8945610,Test,False,True
3740,626254,Control,True,False
3741,557808,Test,False,True
3742,7063240,Test,False,True
3743,9549111,Control,True,False
3744,848559,Test,False,True
3745,7180000,Test,False,True
3746,5091684,Test,False,True
3747,1100799,Test,False,True
3748,9287250,Test,False,True
3749,236696,Test,False,True
3750,2325224,Control,True,False
3751,3524441,Test,False,True
3752,2976361,Test,False,True
3753,1057570,Test,False,True
3754,1619073,Control,True,False
3755,2678849,Control,True,False
3756,7274590,Control,True,False
3757,2512034,Control,True,False
3758,1038683,Control,True,False
3759,3018496,Test,False,True
3760,3975000,Control,True,False
3761,4304665,Control,True,False
3762,4316285,Test,False,True
3763,4043662,Control,True,False
3764,6632127,Test,False,True
3765,9094609,Test,False,True
3766,606139,Test,False,True
3767,9225978,Test,False,True
3768,2799605,Test,False,True
3769,3956430,Test,False,True
3770,5724720,Test,False,True
3771,4172424,Control,True,False
3772,5300466,Test,False,True
3773,5183115,Test,False,True
3774,7201928,Control,True,False
3775,2213600,Test,False,True
3776,427194,Control,True,False
3777,3507472,Control,True,False
3778,190197,Control,True,False
3779,9289329,Test,False,True
3780,4113740,Control,True,False
3781,4435018,Test,False,True
3782,4678997,Test,False,True
3783,320321,Test,False,True
3784,6870307,Test,False,True
3785,4042775,Control,True,False
3786,8009380,Test,False,True
3787,5081402,Test,False,True
3788,2360532,Control,True,False
3789,4305708,Test,False,True
3790,185553,Control,True,False
3791,2509051,Control,True,False
3792,6625594,Test,False,True
3793,1396470,Test,False,True
3794,6980485,Test,False,True
3795,6839605,Test,False,True
3796,3378764,Test,False,True
3797,967593,Test,False,True
3798,9974438,Control,True,False
3799,7560071,Test,False,True
3800,1409010,Test,False,True
3801,5306811,Control,True,False
3802,688347,Test,False,True
3803,3597994,Control,True,False
3804,7324336,Test,False,True
3805,7910948,Control,True,False
3806,5841087,Test,False,True
3807,1680499,Test,False,True
3808,8864706,Test,False,True
3809,4515989,Control,True,False
3810,2041757,Control,True,False
3811,9924413,Test,False,True
3812,1665579,Test,False,True
3813,5605332,Test,False,True
3814,9941169,Control,True,False
3815,1473265,Control,True,False
3816,1978167,Control,True,False
3817,9859629,Test,False,True
3818,2057594,Test,False,True
3819,8430218,Test,False,True
3820,8265362,Test,False,True
3821,4285798,Control,True,False
3822,9094877,Control,True,False
3823,7249861,Test,False,True
3824,7387738,Test,False,True
3825,7139068,Test,False,True
3826,6767899,Control,True,False
3827,8974887,Control,True,False
3828,9982215,Test,False,True
3829,5756885,Test,False,True
3830,8673328,Control,True,False
3831,3868179,Test,False,True
3832,1202226,Test,False,True
3833,3449981,Test,False,True
3834,6111738,Test,False,True
3835,9748092,Control,True,False
3836,8963150,Test,False,True
3837,3275639,Control,True,False
3838,7091126,Test,False,True
3839,1913237,Test,False,True
3840,9102987,Test,False,True
3841,7272223,Control,True,False
3842,6388263,Control,True,False
3843,4465442,Test,False,True
3844,9234878,Control,True,False
3845,735178,Test,False,True
3846,303920,Test,False,True
3847,2065932,Test,False,True
3848,3376865,Control,True,False
3849,591595,Control,True,False
3850,1838909,Control,True,False
3851,9967439,Test,False,True
3852,2615381,Control,True,False
3853,1969515,Control,True,False
3854,2443089,Test,False,True
3855,196675,Control,True,False
3856,6556240,Test,False,True
3857,4085599,Control,True,False
3858,3000430,Control,True,False
3859,7319663,Control,True,False
3860,5038499,Control,True,False
3861,819839,Test,False,True
3862,9134161,Control,True,False
3863,2959977,Test,False,True
3864,4469087,Control,True,False
3865,8716152,Test,False,True
3866,9073501,Control,True,False
3867,6541273,Control,True,False
3868,777716,Test,False,True
3869,6774658,Control,True,False
